"index_ts","date","metric","value"
"nasdaq_100_ndx","2023-06-22","close","15042.320313"
"nasdaq_100_ndx","2023-06-22","close_adjusted","15042.320313"
"nasdaq_100_ndx","2023-06-22","high","15044.219727"
"nasdaq_100_ndx","2023-06-22","open","14797.889648"
"nasdaq_100_ndx","2023-06-22","volume","4499550000"
"nasdaq_100_ndx","2023-06-21","close","14867.450195"
"nasdaq_100_ndx","2023-06-21","volume","5194640000"
"nasdaq_100_ndx","2023-06-21","open","15019.009766"
"nasdaq_100_ndx","2023-06-21","low","14826.019531"
"nasdaq_100_ndx","2023-06-21","high","15038.900391"
"nasdaq_100_ndx","2023-06-21","close_adjusted","14867.450195"
"nasdaq_100_ndx","2023-06-20","close","15070.150391"
"nasdaq_100_ndx","2023-06-20","volume","5237710000"
"nasdaq_100_ndx","2023-06-20","open","15036.480469"
"nasdaq_100_ndx","2023-06-20","low","14946.719727"
"nasdaq_100_ndx","2023-06-20","high","15127.419922"
"nasdaq_100_ndx","2023-06-20","close_adjusted","15070.150391"
"nasdaq_100_ndx","2023-06-16","open","15272.650391"
"nasdaq_100_ndx","2023-06-16","low","15073.450195"
"nasdaq_100_ndx","2023-06-16","high","15284.650391"
"nasdaq_100_ndx","2023-06-16","close_adjusted","15083.919922"
"nasdaq_100_ndx","2023-06-16","close","15083.919922"
"nasdaq_100_ndx","2023-06-16","volume","8076530000"
"nasdaq_100_ndx","2023-06-15","volume","5667520000"
"nasdaq_100_ndx","2023-06-15","close","15185.480469"
"nasdaq_100_ndx","2023-06-15","high","15246.620117"
"nasdaq_100_ndx","2023-06-15","low","14930.120117"
"nasdaq_100_ndx","2023-06-15","open","14949.700195"
"nasdaq_100_ndx","2023-06-15","close_adjusted","15185.480469"
"nasdaq_100_ndx","2023-06-14","high","15017.099609"
"nasdaq_100_ndx","2023-06-14","close","15005.69043"
"nasdaq_100_ndx","2023-06-14","volume","5772550000"
"nasdaq_100_ndx","2023-06-14","open","14894.099609"
"nasdaq_100_ndx","2023-06-14","low","14784.620117"
"nasdaq_100_ndx","2023-06-14","close_adjusted","15005.69043"
"nasdaq_100_ndx","2023-06-13","close","14900.849609"
"nasdaq_100_ndx","2023-06-13","volume","5522100000"
"nasdaq_100_ndx","2023-06-13","open","14911.259766"
"nasdaq_100_ndx","2023-06-13","low","14770.139648"
"nasdaq_100_ndx","2023-06-13","high","14931.830078"
"nasdaq_100_ndx","2023-06-13","close_adjusted","14900.849609"
"nasdaq_100_ndx","2023-06-12","close_adjusted","14784.299805"
"nasdaq_100_ndx","2023-06-12","volume","4722680000"
"nasdaq_100_ndx","2023-06-12","close","14784.299805"
"nasdaq_100_ndx","2023-06-12","open","14617.349609"
"nasdaq_100_ndx","2023-06-12","low","14571.360352"
"nasdaq_100_ndx","2023-06-12","high","14789.599609"
"nasdaq_100_ndx","2023-06-09","high","14672.849609"
"nasdaq_100_ndx","2023-06-09","volume","4412710000"
"nasdaq_100_ndx","2023-06-09","open","14574.240234"
"nasdaq_100_ndx","2023-06-09","low","14487.480469"
"nasdaq_100_ndx","2023-06-09","close_adjusted","14528.360352"
"nasdaq_100_ndx","2023-06-09","close","14528.360352"
"nasdaq_100_ndx","2023-06-08","close","14484.540039"
"nasdaq_100_ndx","2023-06-08","low","14314.69043"
"nasdaq_100_ndx","2023-06-08","high","14503.30957"
"nasdaq_100_ndx","2023-06-08","volume","4280160000"
"nasdaq_100_ndx","2023-06-08","close_adjusted","14484.540039"
"nasdaq_100_ndx","2023-06-08","open","14319.240234"
"nasdaq_100_ndx","2023-06-07","high","14647.910156"
"nasdaq_100_ndx","2023-06-07","volume","5270600000"
"nasdaq_100_ndx","2023-06-07","open","14573.269531"
"nasdaq_100_ndx","2023-06-07","low","14283.879883"
"nasdaq_100_ndx","2023-06-07","close_adjusted","14303.290039"
"nasdaq_100_ndx","2023-06-07","close","14303.290039"
"nasdaq_100_ndx","2023-06-06","volume","4810910000"
"nasdaq_100_ndx","2023-06-06","close","14558.089844"
"nasdaq_100_ndx","2023-06-06","close_adjusted","14558.089844"
"nasdaq_100_ndx","2023-06-06","high","14593.5"
"nasdaq_100_ndx","2023-06-06","low","14476.990234"
"nasdaq_100_ndx","2023-06-06","open","14526.099609"
"nasdaq_100_ndx","2023-06-05","close","14556.5"
"nasdaq_100_ndx","2023-06-05","volume","4344280000"
"nasdaq_100_ndx","2023-06-05","close_adjusted","14556.5"
"nasdaq_100_ndx","2023-06-05","high","14662.950195"
"nasdaq_100_ndx","2023-06-05","low","14516.879883"
"nasdaq_100_ndx","2023-06-05","open","14550.129883"
"nasdaq_100_ndx","2023-06-02","open","14517.080078"
"nasdaq_100_ndx","2023-06-02","close","14546.639648"
"nasdaq_100_ndx","2023-06-02","close_adjusted","14546.639648"
"nasdaq_100_ndx","2023-06-02","high","14595.80957"
"nasdaq_100_ndx","2023-06-02","low","14442.150391"
"nasdaq_100_ndx","2023-06-02","volume","4426760000"
"nasdaq_100_ndx","2023-06-01","high","14493.30957"
"nasdaq_100_ndx","2023-06-01","volume","4610310000"
"nasdaq_100_ndx","2023-06-01","open","14269.089844"
"nasdaq_100_ndx","2023-06-01","low","14219.94043"
"nasdaq_100_ndx","2023-06-01","close_adjusted","14441.509766"
"nasdaq_100_ndx","2023-06-01","close","14441.509766"
"nasdaq_100_ndx","2023-05-31","close","14254.089844"
"nasdaq_100_ndx","2023-05-31","volume","5905760000"
"nasdaq_100_ndx","2023-05-31","open","14293.55957"
"nasdaq_100_ndx","2023-05-31","low","14216.160156"
"nasdaq_100_ndx","2023-05-31","high","14375.379883"
"nasdaq_100_ndx","2023-05-31","close_adjusted","14254.089844"
"nasdaq_100_ndx","2023-05-30","close","14354.990234"
"nasdaq_100_ndx","2023-05-30","volume","4843470000"
"nasdaq_100_ndx","2023-05-30","open","14465.589844"
"nasdaq_100_ndx","2023-05-30","low","14301.080078"
"nasdaq_100_ndx","2023-05-30","high","14520.169922"
"nasdaq_100_ndx","2023-05-30","close_adjusted","14354.990234"
"nasdaq_100_ndx","2023-05-26","volume","4434070000"
"nasdaq_100_ndx","2023-05-26","close","14298.410156"
"nasdaq_100_ndx","2023-05-26","open","13990.549805"
"nasdaq_100_ndx","2023-05-26","low","13982.160156"
"nasdaq_100_ndx","2023-05-26","high","14329.490234"
"nasdaq_100_ndx","2023-05-26","close_adjusted","14298.410156"
"nasdaq_100_ndx","2023-05-25","close_adjusted","13938.530273"
"nasdaq_100_ndx","2023-05-25","close","13938.530273"
"nasdaq_100_ndx","2023-05-25","volume","4651640000"
"nasdaq_100_ndx","2023-05-25","open","13920.889648"
"nasdaq_100_ndx","2023-05-25","low","13812.179688"
"nasdaq_100_ndx","2023-05-25","high","13986.870117"
"nasdaq_100_ndx","2023-05-24","high","13655.730469"
"nasdaq_100_ndx","2023-05-24","close","13604.480469"
"nasdaq_100_ndx","2023-05-24","volume","359790000"
"nasdaq_100_ndx","2023-05-24","open","13589.019531"
"nasdaq_100_ndx","2023-05-24","low","13520.919922"
"nasdaq_100_ndx","2023-05-24","close_adjusted","13604.480469"
"nasdaq_100_ndx","2023-05-23","volume","4347440000"
"nasdaq_100_ndx","2023-05-23","close","13672.540039"
"nasdaq_100_ndx","2023-05-23","close_adjusted","13672.540039"
"nasdaq_100_ndx","2023-05-23","high","13827.099609"
"nasdaq_100_ndx","2023-05-23","low","13662.910156"
"nasdaq_100_ndx","2023-05-23","open","13773.679688"
"nasdaq_100_ndx","2023-05-22","close","13849.740234"
"nasdaq_100_ndx","2023-05-22","high","13893.709961"
"nasdaq_100_ndx","2023-05-22","low","13792.969727"
"nasdaq_100_ndx","2023-05-22","close_adjusted","13849.740234"
"nasdaq_100_ndx","2023-05-22","open","13805.330078"
"nasdaq_100_ndx","2023-05-22","volume","4278920000"
"nasdaq_100_ndx","2023-05-19","volume","3935780000"
"nasdaq_100_ndx","2023-05-19","close","13803.490234"
"nasdaq_100_ndx","2023-05-19","close_adjusted","13803.490234"
"nasdaq_100_ndx","2023-05-19","high","13874.419922"
"nasdaq_100_ndx","2023-05-19","low","13763.900391"
"nasdaq_100_ndx","2023-05-19","open","13842.69043"
"nasdaq_100_ndx","2023-05-18","volume","4532890000"
"nasdaq_100_ndx","2023-05-18","close","13834.620117"
"nasdaq_100_ndx","2023-05-18","close_adjusted","13834.620117"
"nasdaq_100_ndx","2023-05-18","high","13844.759766"
"nasdaq_100_ndx","2023-05-18","low","13606.80957"
"nasdaq_100_ndx","2023-05-18","open","13608.950195"
"nasdaq_100_ndx","2023-05-17","volume","4501820000"
"nasdaq_100_ndx","2023-05-17","close","13589.259766"
"nasdaq_100_ndx","2023-05-17","close_adjusted","13589.259766"
"nasdaq_100_ndx","2023-05-17","high","13608.330078"
"nasdaq_100_ndx","2023-05-17","low","13419.349609"
"nasdaq_100_ndx","2023-05-17","open","13474.519531"
"nasdaq_100_ndx","2023-05-16","close_adjusted","13426.009766"
"nasdaq_100_ndx","2023-05-16","close","13426.009766"
"nasdaq_100_ndx","2023-05-16","volume","4067510000"
"nasdaq_100_ndx","2023-05-16","open","13385.370117"
"nasdaq_100_ndx","2023-05-16","low","13384.769531"
"nasdaq_100_ndx","2023-05-16","high","13498.44043"
"nasdaq_100_ndx","2023-05-15","volume","3979290000"
"nasdaq_100_ndx","2023-05-15","close","13413.509766"
"nasdaq_100_ndx","2023-05-15","close_adjusted","13413.509766"
"nasdaq_100_ndx","2023-05-15","high","13419.80957"
"nasdaq_100_ndx","2023-05-15","low","13297.849609"
"nasdaq_100_ndx","2023-05-15","open","13352.259766"
"nasdaq_100_ndx","2023-05-12","volume","4170000000"
"nasdaq_100_ndx","2023-05-12","open","13407.019531"
"nasdaq_100_ndx","2023-05-12","low","13256.55957"
"nasdaq_100_ndx","2023-05-12","high","13427.419922"
"nasdaq_100_ndx","2023-05-12","close_adjusted","13340.179688"
"nasdaq_100_ndx","2023-05-12","close","13340.179688"
"nasdaq_100_ndx","2023-05-11","high","13411.700195"
"nasdaq_100_ndx","2023-05-11","close","13389.780273"
"nasdaq_100_ndx","2023-05-11","close_adjusted","13389.780273"
"nasdaq_100_ndx","2023-05-11","low","13306.080078"
"nasdaq_100_ndx","2023-05-11","open","13376.849609"
"nasdaq_100_ndx","2023-05-11","volume","4489490000"
"nasdaq_100_ndx","2023-05-10","open","13308.410156"
"nasdaq_100_ndx","2023-05-10","low","13204.790039"
"nasdaq_100_ndx","2023-05-10","high","13384.419922"
"nasdaq_100_ndx","2023-05-10","volume","4948260000"
"nasdaq_100_ndx","2023-05-10","close_adjusted","13347.830078"
"nasdaq_100_ndx","2023-05-10","close","13347.830078"
"nasdaq_100_ndx","2023-05-09","close_adjusted","13201.110352"
"nasdaq_100_ndx","2023-05-09","volume","4126780000"
"nasdaq_100_ndx","2023-05-09","open","13228.639648"
"nasdaq_100_ndx","2023-05-09","low","13193.879883"
"nasdaq_100_ndx","2023-05-09","high","13254.80957"
"nasdaq_100_ndx","2023-05-09","close","13201.110352"
"nasdaq_100_ndx","2023-05-08","low","13193.080078"
"nasdaq_100_ndx","2023-05-08","close","13291.639648"
"nasdaq_100_ndx","2023-05-08","close_adjusted","13291.639648"
"nasdaq_100_ndx","2023-05-08","open","13247.089844"
"nasdaq_100_ndx","2023-05-08","volume","4216360000"
"nasdaq_100_ndx","2023-05-08","high","13302.429688"
"nasdaq_100_ndx","2023-05-05","open","13070.700195"
"nasdaq_100_ndx","2023-05-05","close","13259.129883"
"nasdaq_100_ndx","2023-05-05","close_adjusted","13259.129883"
"nasdaq_100_ndx","2023-05-05","high","13291.110352"
"nasdaq_100_ndx","2023-05-05","low","13059.910156"
"nasdaq_100_ndx","2023-05-05","volume","4574790000"
"nasdaq_100_ndx","2023-05-04","volume","4745780000"
"nasdaq_100_ndx","2023-05-04","close","12982.480469"
"nasdaq_100_ndx","2023-05-04","close_adjusted","12982.480469"
"nasdaq_100_ndx","2023-05-04","high","13064.019531"
"nasdaq_100_ndx","2023-05-04","low","12938.450195"
"nasdaq_100_ndx","2023-05-04","open","13014.070313"
"nasdaq_100_ndx","2023-05-03","open","13123.099609"
"nasdaq_100_ndx","2023-05-03","close","13030.209961"
"nasdaq_100_ndx","2023-05-03","close_adjusted","13030.209961"
"nasdaq_100_ndx","2023-05-03","high","13231.709961"
"nasdaq_100_ndx","2023-05-03","low","13026.040039"
"nasdaq_100_ndx","2023-05-03","volume","5782160000"
"nasdaq_100_ndx","2023-05-02","low","13046.790039"
"nasdaq_100_ndx","2023-05-02","volume","5501410000"
"nasdaq_100_ndx","2023-05-02","open","13225.480469"
"nasdaq_100_ndx","2023-05-02","high","13241.530273"
"nasdaq_100_ndx","2023-05-02","close_adjusted","13113.660156"
"nasdaq_100_ndx","2023-05-02","close","13113.660156"
"nasdaq_100_ndx","2023-05-01","close_adjusted","13231.469727"
"nasdaq_100_ndx","2023-05-01","close","13231.469727"
"nasdaq_100_ndx","2023-05-01","volume","5168430000"
"nasdaq_100_ndx","2023-05-01","open","13229.110352"
"nasdaq_100_ndx","2023-05-01","low","13186.400391"
"nasdaq_100_ndx","2023-05-01","high","13287.469727"
"nasdaq_100_ndx","2023-04-28","close","13245.990234"
"nasdaq_100_ndx","2023-04-28","volume","5331380000"
"nasdaq_100_ndx","2023-04-28","open","13139.349609"
"nasdaq_100_ndx","2023-04-28","low","13096.94043"
"nasdaq_100_ndx","2023-04-28","high","13247.389648"
"nasdaq_100_ndx","2023-04-28","close_adjusted","13245.990234"
"nasdaq_100_ndx","2023-04-27","high","13175.620117"
"nasdaq_100_ndx","2023-04-27","close","13160.030273"
"nasdaq_100_ndx","2023-04-27","close_adjusted","13160.030273"
"nasdaq_100_ndx","2023-04-27","low","12938.5"
"nasdaq_100_ndx","2023-04-27","open","12963.209961"
"nasdaq_100_ndx","2023-04-27","volume","5253710000"
"nasdaq_100_ndx","2023-04-26","close","12806.480469"
"nasdaq_100_ndx","2023-04-26","volume","5281970000"
"nasdaq_100_ndx","2023-04-26","open","12866.639648"
"nasdaq_100_ndx","2023-04-26","low","12783.419922"
"nasdaq_100_ndx","2023-04-26","high","12929.620117"
"nasdaq_100_ndx","2023-04-26","close_adjusted","12806.480469"
"nasdaq_100_ndx","2023-04-25","close_adjusted","12725.110352"
"nasdaq_100_ndx","2023-04-25","volume","4806020000"
"nasdaq_100_ndx","2023-04-25","open","12905.089844"
"nasdaq_100_ndx","2023-04-25","low","12724.240234"
"nasdaq_100_ndx","2023-04-25","high","12933.280273"
"nasdaq_100_ndx","2023-04-25","close","12725.110352"
"nasdaq_100_ndx","2023-04-24","close_adjusted","12969.759766"
"nasdaq_100_ndx","2023-04-24","volume","4854050000"
"nasdaq_100_ndx","2023-04-24","open","12981.709961"
"nasdaq_100_ndx","2023-04-24","low","12883.769531"
"nasdaq_100_ndx","2023-04-24","high","13044.219727"
"nasdaq_100_ndx","2023-04-24","close","12969.759766"
"nasdaq_100_ndx","2023-04-21","high","13030.849609"
"nasdaq_100_ndx","2023-04-21","close","13000.769531"
"nasdaq_100_ndx","2023-04-21","volume","4868050000"
"nasdaq_100_ndx","2023-04-21","open","12970.320313"
"nasdaq_100_ndx","2023-04-21","low","12899.639648"
"nasdaq_100_ndx","2023-04-21","close_adjusted","13000.769531"
"nasdaq_100_ndx","2023-04-20","close","12985.980469"
"nasdaq_100_ndx","2023-04-20","volume","4590530000"
"nasdaq_100_ndx","2023-04-20","open","12962.290039"
"nasdaq_100_ndx","2023-04-20","low","12933.799805"
"nasdaq_100_ndx","2023-04-20","high","13107.919922"
"nasdaq_100_ndx","2023-04-20","close_adjusted","12985.980469"
"nasdaq_100_ndx","2023-04-19","close","13088.709961"
"nasdaq_100_ndx","2023-04-19","volume","4972700000"
"nasdaq_100_ndx","2023-04-19","open","12992.509766"
"nasdaq_100_ndx","2023-04-19","low","12988.200195"
"nasdaq_100_ndx","2023-04-19","high","13128.25"
"nasdaq_100_ndx","2023-04-19","close_adjusted","13088.709961"
"nasdaq_100_ndx","2023-04-18","close_adjusted","13091.790039"
"nasdaq_100_ndx","2023-04-18","volume","4851810000"
"nasdaq_100_ndx","2023-04-18","open","13180.30957"
"nasdaq_100_ndx","2023-04-18","low","13044.209961"
"nasdaq_100_ndx","2023-04-18","high","13196.179688"
"nasdaq_100_ndx","2023-04-18","close","13091.790039"
"nasdaq_100_ndx","2023-04-17","close_adjusted","13087.709961"
"nasdaq_100_ndx","2023-04-17","volume","4823180000"
"nasdaq_100_ndx","2023-04-17","open","13053.259766"
"nasdaq_100_ndx","2023-04-17","low","12981.259766"
"nasdaq_100_ndx","2023-04-17","high","13105.679688"
"nasdaq_100_ndx","2023-04-17","close","13087.709961"
"nasdaq_100_ndx","2023-04-14","close_adjusted","13079.519531"
"nasdaq_100_ndx","2023-04-14","volume","4655740000"
"nasdaq_100_ndx","2023-04-14","open","13044.69043"
"nasdaq_100_ndx","2023-04-14","low","12962.509766"
"nasdaq_100_ndx","2023-04-14","high","13152.280273"
"nasdaq_100_ndx","2023-04-14","close","13079.519531"
"nasdaq_100_ndx","2023-04-13","close_adjusted","13109.389648"
"nasdaq_100_ndx","2023-04-13","volume","4942990000"
"nasdaq_100_ndx","2023-04-13","open","12922.900391"
"nasdaq_100_ndx","2023-04-13","low","12920.019531"
"nasdaq_100_ndx","2023-04-13","high","13124.410156"
"nasdaq_100_ndx","2023-04-13","close","13109.389648"
"nasdaq_100_ndx","2023-04-12","low","12833.30957"
"nasdaq_100_ndx","2023-04-12","volume","4909770000"
"nasdaq_100_ndx","2023-04-12","open","13043.969727"
"nasdaq_100_ndx","2023-04-12","high","13071.980469"
"nasdaq_100_ndx","2023-04-12","close_adjusted","12848.349609"
"nasdaq_100_ndx","2023-04-12","close","12848.349609"
"nasdaq_100_ndx","2023-04-11","close","12964.150391"
"nasdaq_100_ndx","2023-04-11","close_adjusted","12964.150391"
"nasdaq_100_ndx","2023-04-11","low","12947.660156"
"nasdaq_100_ndx","2023-04-11","high","13049.55957"
"nasdaq_100_ndx","2023-04-11","open","13040.490234"
"nasdaq_100_ndx","2023-04-11","volume","4676960000"
"nasdaq_100_ndx","2023-04-10","open","12936.519531"
"nasdaq_100_ndx","2023-04-10","volume","4334070000"
"nasdaq_100_ndx","2023-04-10","close","13051.230469"
"nasdaq_100_ndx","2023-04-10","close_adjusted","13051.230469"
"nasdaq_100_ndx","2023-04-10","high","13051.849609"
"nasdaq_100_ndx","2023-04-10","low","12861.519531"
"nasdaq_100_ndx","2023-04-06","low","12846.030273"
"nasdaq_100_ndx","2023-04-06","open","12892.900391"
"nasdaq_100_ndx","2023-04-06","volume","3862800000"
"nasdaq_100_ndx","2023-04-06","close","13062.599609"
"nasdaq_100_ndx","2023-04-06","close_adjusted","13062.599609"
"nasdaq_100_ndx","2023-04-06","high","13078.099609"
"nasdaq_100_ndx","2023-04-05","open","13056.790039"
"nasdaq_100_ndx","2023-04-05","volume","4378590000"
"nasdaq_100_ndx","2023-04-05","close","12967.200195"
"nasdaq_100_ndx","2023-04-05","close_adjusted","12967.200195"
"nasdaq_100_ndx","2023-04-05","high","13065.280273"
"nasdaq_100_ndx","2023-04-05","low","12894.44043"
"nasdaq_100_ndx","2023-04-04","high","13204.080078"
"nasdaq_100_ndx","2023-04-04","close_adjusted","13100.080078"
"nasdaq_100_ndx","2023-04-04","close","13100.080078"
"nasdaq_100_ndx","2023-04-04","volume","4298760000"
"nasdaq_100_ndx","2023-04-04","open","13165.320313"
"nasdaq_100_ndx","2023-04-04","low","13049.980469"
"nasdaq_100_ndx","2023-04-03","close_adjusted","13148.349609"
"nasdaq_100_ndx","2023-04-03","volume","4816440000"
"nasdaq_100_ndx","2023-04-03","open","13084.099609"
"nasdaq_100_ndx","2023-04-03","low","13036.549805"
"nasdaq_100_ndx","2023-04-03","high","13157.469727"
"nasdaq_100_ndx","2023-04-03","close","13148.349609"
"nasdaq_100_ndx","2023-03-31","low","12968"
"nasdaq_100_ndx","2023-03-31","close","13181.349609"
"nasdaq_100_ndx","2023-03-31","close_adjusted","13181.349609"
"nasdaq_100_ndx","2023-03-31","high","13188.830078"
"nasdaq_100_ndx","2023-03-31","open","12968.959961"
"nasdaq_100_ndx","2023-03-31","volume","5521150000"
"nasdaq_100_ndx","2023-03-30","close_adjusted","12963.139648"
"nasdaq_100_ndx","2023-03-30","high","12987.969727"
"nasdaq_100_ndx","2023-03-30","close","12963.139648"
"nasdaq_100_ndx","2023-03-30","low","12894.139648"
"nasdaq_100_ndx","2023-03-30","open","12934.990234"
"nasdaq_100_ndx","2023-03-30","volume","4738880000"
"nasdaq_100_ndx","2023-03-29","volume","4493540000"
"nasdaq_100_ndx","2023-03-29","close_adjusted","12846.030273"
"nasdaq_100_ndx","2023-03-29","close","12846.030273"
"nasdaq_100_ndx","2023-03-29","high","12867.320313"
"nasdaq_100_ndx","2023-03-29","low","12734.679688"
"nasdaq_100_ndx","2023-03-29","open","12768.139648"
"nasdaq_100_ndx","2023-03-28","close_adjusted","12610.570313"
"nasdaq_100_ndx","2023-03-28","volume","4036910000"
"nasdaq_100_ndx","2023-03-28","close","12610.570313"
"nasdaq_100_ndx","2023-03-28","open","12654.910156"
"nasdaq_100_ndx","2023-03-28","low","12517.870117"
"nasdaq_100_ndx","2023-03-28","high","12654.910156"
"nasdaq_100_ndx","2023-03-27","close","12673.070313"
"nasdaq_100_ndx","2023-03-27","volume","4330320000"
"nasdaq_100_ndx","2023-03-27","open","12797.900391"
"nasdaq_100_ndx","2023-03-27","low","12647.94043"
"nasdaq_100_ndx","2023-03-27","high","12839.419922"
"nasdaq_100_ndx","2023-03-27","close_adjusted","12673.070313"
"nasdaq_100_ndx","2023-03-24","low","12608.150391"
"nasdaq_100_ndx","2023-03-24","open","12700.509766"
"nasdaq_100_ndx","2023-03-24","high","12770.280273"
"nasdaq_100_ndx","2023-03-24","volume","4363650000"
"nasdaq_100_ndx","2023-03-24","close_adjusted","12767.049805"
"nasdaq_100_ndx","2023-03-24","close","12767.049805"
"nasdaq_100_ndx","2023-03-23","volume","4917460000"
"nasdaq_100_ndx","2023-03-23","open","12735.599609"
"nasdaq_100_ndx","2023-03-23","low","12611.669922"
"nasdaq_100_ndx","2023-03-23","high","12900.099609"
"nasdaq_100_ndx","2023-03-23","close_adjusted","12729.230469"
"nasdaq_100_ndx","2023-03-23","close","12729.230469"
"nasdaq_100_ndx","2023-03-22","close","12567.150391"
"nasdaq_100_ndx","2023-03-22","volume","4981590000"
"nasdaq_100_ndx","2023-03-22","open","12742.410156"
"nasdaq_100_ndx","2023-03-22","low","12563.780273"
"nasdaq_100_ndx","2023-03-22","high","12943.620117"
"nasdaq_100_ndx","2023-03-22","close_adjusted","12567.150391"
"nasdaq_100_ndx","2023-03-21","volume","4829870000"
"nasdaq_100_ndx","2023-03-21","close","12741.44043"
"nasdaq_100_ndx","2023-03-21","close_adjusted","12741.44043"
"nasdaq_100_ndx","2023-03-21","high","12762.450195"
"nasdaq_100_ndx","2023-03-21","low","12582.759766"
"nasdaq_100_ndx","2023-03-21","open","12643.349609"
"nasdaq_100_ndx","2023-03-20","open","12487.790039"
"nasdaq_100_ndx","2023-03-20","close","12562.610352"
"nasdaq_100_ndx","2023-03-20","close_adjusted","12562.610352"
"nasdaq_100_ndx","2023-03-20","high","12578.349609"
"nasdaq_100_ndx","2023-03-20","low","12407.820313"
"nasdaq_100_ndx","2023-03-20","volume","4970630000"
"nasdaq_100_ndx","2023-03-17","volume","7903090000"
"nasdaq_100_ndx","2023-03-17","close","12519.879883"
"nasdaq_100_ndx","2023-03-17","close_adjusted","12519.879883"
"nasdaq_100_ndx","2023-03-17","high","12674.339844"
"nasdaq_100_ndx","2023-03-17","low","12444.080078"
"nasdaq_100_ndx","2023-03-17","open","12570.160156"
"nasdaq_100_ndx","2023-03-16","open","12211.870117"
"nasdaq_100_ndx","2023-03-16","close","12581.389648"
"nasdaq_100_ndx","2023-03-16","close_adjusted","12581.389648"
"nasdaq_100_ndx","2023-03-16","high","12595.69043"
"nasdaq_100_ndx","2023-03-16","low","12190.650391"
"nasdaq_100_ndx","2023-03-16","volume","5498920000"
"nasdaq_100_ndx","2023-03-15","close","12251.320313"
"nasdaq_100_ndx","2023-03-15","volume","5912430000"
"nasdaq_100_ndx","2023-03-15","open","12083.240234"
"nasdaq_100_ndx","2023-03-15","low","12026.179688"
"nasdaq_100_ndx","2023-03-15","high","12269.450195"
"nasdaq_100_ndx","2023-03-15","close_adjusted","12251.320313"
"nasdaq_100_ndx","2023-03-14","close","12199.790039"
"nasdaq_100_ndx","2023-03-14","volume","5533120000"
"nasdaq_100_ndx","2023-03-14","open","12078.459961"
"nasdaq_100_ndx","2023-03-14","low","12035.219727"
"nasdaq_100_ndx","2023-03-14","high","12217.870117"
"nasdaq_100_ndx","2023-03-14","close_adjusted","12199.790039"
"nasdaq_100_ndx","2023-03-13","close","11923.169922"
"nasdaq_100_ndx","2023-03-13","volume","6201490000"
"nasdaq_100_ndx","2023-03-13","open","11752.099609"
"nasdaq_100_ndx","2023-03-13","low","11695.410156"
"nasdaq_100_ndx","2023-03-13","high","12073.959961"
"nasdaq_100_ndx","2023-03-13","close_adjusted","11923.169922"
"nasdaq_100_ndx","2023-03-10","low","11789.860352"
"nasdaq_100_ndx","2023-03-10","close","11830.280273"
"nasdaq_100_ndx","2023-03-10","volume","6193500000"
"nasdaq_100_ndx","2023-03-10","close_adjusted","11830.280273"
"nasdaq_100_ndx","2023-03-10","high","12069.620117"
"nasdaq_100_ndx","2023-03-10","open","12001.700195"
"nasdaq_100_ndx","2023-03-09","low","11970.339844"
"nasdaq_100_ndx","2023-03-09","volume","5061790000"
"nasdaq_100_ndx","2023-03-09","open","12230.839844"
"nasdaq_100_ndx","2023-03-09","close","11995.879883"
"nasdaq_100_ndx","2023-03-09","close_adjusted","11995.879883"
"nasdaq_100_ndx","2023-03-09","high","12340.450195"
"nasdaq_100_ndx","2023-03-08","volume","5085970000"
"nasdaq_100_ndx","2023-03-08","close","12215.330078"
"nasdaq_100_ndx","2023-03-08","close_adjusted","12215.330078"
"nasdaq_100_ndx","2023-03-08","high","12237.719727"
"nasdaq_100_ndx","2023-03-08","low","12102.280273"
"nasdaq_100_ndx","2023-03-08","open","12181.05957"
"nasdaq_100_ndx","2023-03-07","close_adjusted","12152.169922"
"nasdaq_100_ndx","2023-03-07","high","12344.040039"
"nasdaq_100_ndx","2023-03-07","low","12130.009766"
"nasdaq_100_ndx","2023-03-07","open","12303.19043"
"nasdaq_100_ndx","2023-03-07","volume","5422820000"
"nasdaq_100_ndx","2023-03-07","close","12152.169922"
"nasdaq_100_ndx","2023-03-06","open","12344.650391"
"nasdaq_100_ndx","2023-03-06","volume","4982880000"
"nasdaq_100_ndx","2023-03-06","low","12297.570313"
"nasdaq_100_ndx","2023-03-06","high","12466.879883"
"nasdaq_100_ndx","2023-03-06","close_adjusted","12302.480469"
"nasdaq_100_ndx","2023-03-06","close","12302.480469"
"nasdaq_100_ndx","2023-03-03","close","12290.80957"
"nasdaq_100_ndx","2023-03-03","close_adjusted","12290.80957"
"nasdaq_100_ndx","2023-03-03","high","12300.459961"
"nasdaq_100_ndx","2023-03-03","low","12095.240234"
"nasdaq_100_ndx","2023-03-03","open","12110.709961"
"nasdaq_100_ndx","2023-03-03","volume","5102210000"
"nasdaq_100_ndx","2023-03-02","open","11830.089844"
"nasdaq_100_ndx","2023-03-02","volume","5313760000"
"nasdaq_100_ndx","2023-03-02","low","11830.089844"
"nasdaq_100_ndx","2023-03-02","high","12074.589844"
"nasdaq_100_ndx","2023-03-02","close_adjusted","12044.870117"
"nasdaq_100_ndx","2023-03-02","close","12044.870117"
"nasdaq_100_ndx","2023-03-01","volume","4927530000"
"nasdaq_100_ndx","2023-03-01","open","12026.719727"
